,Title,Author,Score,Ratings,Published
2511,"Tachyon - Die Waffe (Tachyon, #1)",Brandon Q. Morris,3.7,10,2023
2512,The Boy Who Would Be King: A Fable About Marcus Aurelius,Ryan Holiday,4.42,1121,2021
2513,Ugly Love,Colleen Hoover,4.1,1495982,2014
2514,The Club,Ellery Lloyd,3.32,76926,2022
2515,"Cat Kid Comic Club: Collaborations (Cat Kid Comic Club, #4)",Dav Pilkey,4.56,1500,2022
2516,"Long Shadows (Amos Decker, #7)",David Baldacci,4.45,37124,2022
2517,I Want to Be Spaghetti!,Kiera Wright-Ruiz,4.47,62,2023
2518,少年のアビス 13 [Shōnen no Abyss 13],Ryō Minenami,3.67,12,2023
2519,Recipes from the World of Tolkien: Inspired By the Legends,Robert Tuesley Anderson,4.39,315,2020
2520,Be Your Future Self Now: The Science of Intentional Transformation,Benjamin P. Hardy,4.36,1113,2022
2521,The Seat of the Soul,Gary Zukav,4.02,45737,1989
2522,Cómo hacer que te pasen cosas buenas,Marian Rojas Estapé,4.13,7853,2018
2523,"Imagine Me (Shatter Me, #6)",Tahereh Mafi,3.99,133086,2020
2524,"Court (Crave, #4)",Tracy Wolff,4.21,40071,2022
2525,"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,4.09,15784,2020
2526,King of Storms and Feathers,Juno Heart,3.69,322,2023
2527,Cook This Book: Techniques That Teach and Recipes To Repeat,Molly Baz,4.16,2030,2021
2528,Everyone Here Is Lying,Shari Lapena,4.01,6868,2023
2529,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,Ree Drummond,4.06,45891,2008
2530,Rowley Jefferson’s Awesome Friendly Spooky Stories (Awesome Friendly Kid Book 3),Jeff Kinney,4.24,4138,2021
2531,"The Funtime Show (Ellie Jordan, Ghost Trapper #19)",J.L. Bryan,4.72,114,2023
2532,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,4.12,120647,2008
2533,Interpreting Fate (Outer Limits Quadrant #3),Alexis B. Osborne,4.24,169,2023
2534,In the Shadow of the Bull (An Ancient Crete Mystery #1),Eleanor Kuhns,3.65,20,2023
2535,"The Secret (The Secret, #1)",Rhonda Byrne,3.73,453594,2006
2536,"The Primal Hunter 5 (The Primal Hunter, #5)",Zogarth,4.61,3696,2023
2537,"Better than the Movies (Better than the Movies, #1)",Lynn Painter,4.3,204745,2021
2538,"Haru, Zombie Dog Hero",Ellen Oh,3.84,37,2023
2539,僕のヒーローアカデミア チームアップミッション 5 [Boku no Hero Academia: Team Up Mission 5],Yoko Akiyama,5.0,1,2023
2540,Girl With No Job: The Crazy Beautiful Life of an Instagram Thirst Monster,Claudia Oshry,3.92,15561,2021
2541,Halfway to You,Jennifer  Gold,4.32,6237,2023
2542,"Unstoppable Us, Volume 1: How Humans Took Over the World",Yuval Noah Harari,4.21,1344,2022
2543,"Flesh and Blood (DS Aector McAvoy, #11)",David  Mark,3.88,74,2023
2544,"How It Unfolds (The Far Reaches, #1)",James S.A. Corey,4.06,3010,2023
2545,Pineapple Street,Jenny   Jackson,3.65,69225,2023
2546,Bewilderment,Richard Powers,3.93,53036,2021
2547,We Are Okay,Nina LaCour,3.95,84906,2017
2548,Only the Dead (Terminal List #6),Jack Carr,4.61,7101,2023
2549,The Plant-Based Athlete: A Game-Changing Approach to Peak Performance,Matt Frazier,3.9,1205,2021
2550,Authentically Izzy (Skymar #1),Pepper D. Basham,3.89,2271,2022
2551,Called (The Grey Gates #2),Vanessa  Nelson,4.48,1006,2023
2552,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.1,109750,2002
2553,Elite Capture: How the Powerful Took Over Identity Politics,Olúfẹ́mi O. Táíwò,4.05,1560,2022
2554,A Farewell to Arms,Ernest Hemingway,3.81,309484,1929
2555,Everything Is OK,Debbie Tung,4.32,3962,2022
2556,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,4.22,170179,2002
2557,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,3.8,77180,2019
2558,"Rat Queens, Vol. 1: Sass & Sorcery",Kurtis J. Wiebe,4.08,44272,2014
2559,Last Resort (Joe Dillard #10),Scott Pratt,4.63,4840,2023
2560,The Perfect Girlfriend,Hayley   Smith,3.87,396,2023
2561,Malibu Rising,Taylor Jenkins Reid,4.06,870489,2021
2562,I Want to Die But I Want to Eat Tteokpokki,Baek Se-hee,3.43,29295,2018
2563,Pure Colour,Sheila Heti,3.5,11218,2022
2564,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,4.11,631010,2007
2565,"Freezing Order: A True Story of Money Laundering, Murder, and Surviving Vladimir Putin&#39;s Wrath",Bill Browder,4.33,18782,2022
2566,I Did It for You,Amy Engel,3.77,222,2023
2567,"Dead in the Water: A True Story of Hijacking, Murder, and a Global Maritime Conspiracy",Matthew  Campbell,4.25,3068,2022
2568,ゆびさきと恋々 3 [Yubisaki to Renren 3],Suu Morishita,4.51,3906,2020
2569,Sweet Regret,K. Bromberg,3.93,6153,2023
2570,Famous for a Living,Melissa    Ferguson,3.55,3402,2023
2571,"The Forever War (The Forever War, #1)",Joe Haldeman,4.14,161327,1974
2572,Big Lies in a Small Town,Diane Chamberlain,4.13,85757,2020
2573,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.64,1232264,2016
2574,The High Notes,Danielle Steel,4.3,7703,2022
2575,The Art Spirit,Robert Henri,3.93,22192,1929
2576,And Then There Were None,Agatha Christie,4.28,1247538,1939
2577,"Essex Dogs (Essex Dogs, #1)",Dan Jones,3.99,3116,2022
2578,How to Stay Sane in an Age of Division,Elif Shafak,4.05,5640,2020
2579,"A Kiss for a Kiss (All In, #4)",Helena Hunting,4.01,10244,2021
2580,The Fight for Midnight,Dan Solomon,4.5,80,2023
2581,Who Moved My Cheese?,Spencer Johnson,3.86,453734,1999
2582,The Next Person You Meet in Heaven,Mitch Albom,4.31,47965,2018
2583,"Hunted (Dark in You, #9)",Suzanne Wright,4.39,1887,2023
2584,"Oh, the Places You'll Go!",Dr. Seuss,4.36,391333,1990
2585,Silent Sisters,Joanne Lee,4.18,3969,2019
2586,The Memory Box,Kathryn Hughes,4.5,10881,2021
2587,The Coach Trip,Izzy Bromley,4.18,2149,2023
2588,La Petite Dernière,Fatima Daas,3.87,3486,2020
2589,The Roommate Pact,Allison Ashley,3.95,811,2023
2590,The Letters of Vincent van Gogh,Vincent van Gogh,4.08,94297,1914
2591,A Light in the Attic,Shel Silverstein,4.35,431850,1981
2592,Zero In (Nameless: Season Two #6),Dean Koontz,4.47,9305,2021
2593,"The Happy Ever After Playlist (The Friend Zone, #2)",Abby Jimenez,4.17,96886,2020
2594,"The Game Plan (X’s and O’s, #1)",Allie Lasky,3.48,431,2022
2595,The Grand Design,Stephen Hawking,4.06,72316,2010
2596,Cobalt Red: How the Blood of the Congo Powers Our Lives,Siddharth Kara,4.4,2426,2023
2597,"呪術廻戦 18 (Jujutsu Kaisen, #18)",Gege Akutami,4.37,5065,2021
2598,"The Trial and Death of Socrates (Euthyphro, Apology, Crito, Phaedo)",Plato,4.12,39796,-400
2599,"Yes, I&#39;m Hot in This: The Hilarious Truth about Life in a Hijab",Huda Fahmy,4.36,2484,2018
2600,The Marriage Portrait,Maggie O\'Farrell,4.04,90118,2022
2601,H is for Hawk,Helen Macdonald,3.74,71488,2014
2602,"Saga, Volume 5",Brian K. Vaughan,4.41,66689,2015
2603,"The Snowman (Harry Hole, #7)",Jo Nesbø,4.02,133039,2007
2604,"A Crown of Ivy and Glass (The Middlemist Trilogy, #1)",Claire Legrand,3.15,1240,2023
2605,How to Resist Amazon and Why,Danny Caine,4.31,908,2019
2606,One August Night,Victoria Hislop,3.75,10617,2020
2607,Me,Elton John,4.33,59081,2019
2608,little scratch,Rebecca    Watson,3.77,2544,2021
2609,Glow: The Wild Wonders of Bioluminescence,Jennifer N.R. Smith,4.26,23,2023
2610,History of Beauty,Umberto Eco,3.83,60063,2004
2611,What Alice Forgot,Liane Moriarty,4.08,449271,2009
2612,The Last Dance,Mark Billingham,4.24,1169,2023
2613,"After Death (Blue Bloods, #9)",Melissa de la Cruz,3.72,39,2023
2614,From Lukov with Love,Mariana Zapata,4.27,214385,2018
2615,"Red, White, and Whole",Rajani LaRocca,4.44,6069,2021
2616,"A Sign of Affection, Vol. 2",Suu Morishita,4.5,5053,2020
2617,Made for Us (Made For #3),Natasha Madison,4.22,2915,2023
2618,Purple Cow: Transform Your Business by Being Remarkable,Seth Godin,3.78,51703,2003
2619,"Skarb (Rodzina Monet, #1)",Weronika Anna Marczak,3.89,22838,2022
2620,Woman on Fire,Lisa Barr,4.02,24323,2022
2621,ゆびさきと恋々 5 [Yubisaki to Renren 5],Suu Morishita,4.42,2473,2021
2622,If I Were You,Lynn Austin,4.16,10617,2020
2623,The Night Shift,Alex Finlay,3.93,52089,2022
2624,Saved: A War Reporter&#39;s Mission to Make It Home,Benjamin Hall,4.65,2445,2023
2625,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,3.85,551043,1996
2626,The Snowcat Prince,Dina Norlund,4.23,531,2021
2627,Will Pucking Ledger (Fourteeners #1),Remi Fox,3.58,175,2023
2628,Lot 62 (From Nothing #2),Nordika Night,4.38,1448,2023
2629,"Salvage (The Delphic Dame, #1)",Jenny Schwartz,4.52,354,2023
2630,"The Risk (Briar U, #2)",Elle Kennedy,4.26,116428,2019
2631,"The Little Café in Copenhagen (Romantic Escapes, #1)",Julie Caplin,3.99,10084,2018
2632,Run on Red,Noelle W. Ihli,3.73,28369,2022
2633,The Weaver and the Witch Queen,Genevieve Gornichec,4.25,359,2023
2634,Saint Juniper&#39;s Folly,Alex Crespo,3.91,417,2023
2635,Code Name Bananas,David Walliams,3.98,3179,2020
2636,"Junkyard War (Junkyard Cats, #3)",Faith Hunter,4.36,903,2022
2637,Beyond Good and Evil,Friedrich Nietzsche,4.02,89268,1886
2638,Great Circle,Maggie Shipstead,4.12,59518,2021
2639,"Insurgent (Divergent, #2)",Veronica Roth,3.98,1436215,2012
2640,A Castaway in Cornwall,Julie Klassen,3.97,4924,2020
2641,The Waiting,Keum Suk Gendry-Kim,4.42,2264,2020
2642,Rebecca,Daphne du Maurier,4.24,593716,1938
2643,The Last Thing He Told Me,Laura Dave,3.85,813052,2021
2644,"I, Robot (Robot, #0.1)",Isaac Asimov,4.21,333065,1950
2645,The Social Contract,Jean-Jacques Rousseau,3.78,47092,1762
2646,The Happiest Man on Earth,Eddie Jaku,4.64,57066,2020
2647,I Do Everything I&#39;m Told,Megan Fernandes,4.35,134,2023
2648,"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,4.16,145027,1985
2649,"薬屋のひとりごと 11 [Kusuriya no Hitorigoto 11] (The Apothecary Diaries [Nekokurage], #11)",Nekokurage,4.63,404,2023
2650,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.56,163154,2019
2651,Twas the Nightshift Before Christmas,Adam Kay,4.13,58999,2019
2652,The Pilgrim's Progress,John Bunyan,4.04,131802,1678
2653,"Fractal Noise (Fractalverse, #0.5)",Christopher Paolini,3.48,3864,2023
2654,"Five Little Pigs (Hercule Poirot, #25)",Agatha Christie,4.03,67866,1942
2655,Lords of Chaos: The Bloody Rise of the Satanic Metal Underground,Michael Moynihan,3.69,7899,1998
2656,Meant to Be,Emily Giffin,3.93,69391,2022
2657,Ghost World,Daniel Clowes,3.82,73902,1998
2658,French Braid,Anne Tyler,3.66,43546,2022
2659,"Tribulation Force (Left Behind, #2)",Tim LaHaye,3.96,41691,1996
2660,Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,4.24,59438,2021
2661,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.07,415508,2012
2662,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,4.0,372598,1983
2663,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,Geoffrey A. Moore,4.01,28015,2006
2664,Death Message (DI Nick Dixon #13),Damien Boyd,4.67,2508,2023
2665,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.05,350941,2012
2666,"This Present Darkness (Darkness, #1)",Frank E. Peretti,4.23,104641,1986
2667,Emergency,Kathleen Alcott,4.21,38,2023
2668,"薬屋のひとりごと 2 (Kusuriya no hitorigoto, #2)",Nekokurage,4.45,3953,2018
2669,Business or Pleasure,Rachel Lynn Solomon,3.97,6047,2023
2670,After: A Doctor Explores What Near-Death Experiences Reveal about Life and Beyond,Bruce  Greyson,4.18,2647,2021
2671,The Final Equinox (Theo Cray &amp; Jessica Blackwood #2),Andrew Mayne,4.16,4337,2022
2672,"Midlife Ghost Hunter (Forty Proof, #4)",Shannon Mayer,4.58,8104,2020
2673,"Working Backwards: Insights, Stories, and Secrets from Inside Amazon",Colin Bryar,4.23,4824,2021
2674,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,4.16,202319,2013
2675,"Bittersweet Melody (The Bittersweet Symphony Duet, #2.5)",Kate  Stewart,4.49,3428,2023
2676,Mostly Plants: 101 Delicious Flexitarian Recipes from the Pollan Family,Tracy Pollan,3.62,1210,2019
2677,Kismat Connection,Ananya Devarajan,3.59,608,2023
2678,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.0,794159,2000
2679,Balada para Sophie,Filipe Melo,4.69,4997,2020
2680,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,4.09,248009,1986
2681,The People We Keep,Allison Larkin,4.14,71417,2021
2682,You&#39;ll Come Back to Yourself,Michaela Angemeer,3.88,5943,2019
2683,"Career of Evil (Cormoran Strike, #3)",Robert Galbraith,4.21,198485,2015
2684,Next Year in Havana,Chanel Cleeton,3.93,125683,2018
2685,Infested,Angel Luis Colón,4.02,55,2023
2686,Cleopatra: A Life,Stacy Schiff,3.72,115110,2010
2687,The Secret History,Donna Tartt,4.17,620167,1992
2688,"Rooted: Life at the Crossroads of Science, Nature, and Spirit",Lyanda Lynn Haupt,4.08,1765,2021
2689,No Cure for Being Human: And Other Truths I Need to Hear,Kate Bowler,4.13,19239,2021
2690,Lost in Time,A.G. Riddle,4.25,14469,2022
2691,No Bad Parts: Healing Trauma and Restoring Wholeness with the Internal Family Systems Model,Richard C. Schwartz,4.2,4565,2021
2692,The Path Between Us: An Enneagram Journey to Healthy Relationships,Suzanne Stabile,4.13,9820,2018
2693,"Inferno (Robert Langdon, #4)",Dan Brown,3.88,536082,2013
2694,Dragons in the Wind the Complete Series,J. Kearston,4.85,107,2023
2695,One of Us Is Dead,Jeneva Rose,3.85,43273,2022
2696,The Echo of Old Books,Barbara  Davis,4.37,24357,2023
2697,Stolen Focus: Why You Can&#39;t Pay Attention- and How to Think Deeply Again,Johann Hari,4.25,35296,2022
2698,"Half Empty (First Wives, #2)",Catherine Bybee,4.47,8951,2018
2699,Letter to a Christian Nation,Sam Harris,4.0,39788,2006
2700,Rez Dogs,Joseph Bruchac,4.09,2913,2021
2701,Charlotte's Web,E.B. White,4.19,1746741,1952
2702,Figuring It Out (It Figures #2),Melody Tyden,4.0,744,2021
2703,The End of the World Is Just the Beginning: Mapping the Collapse of Globalization,Peter Zeihan,4.23,6833,2022
2704,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,3.9,232460,2005
2705,Leonardo's Notebooks,Leonardo da Vinci,3.98,47258,1519
2706,How to Not Die Alone: The Surprising Science That Will Help You Find Love,Logan Ury,4.03,10788,2021
2707,An Abundance of Katherines,John Green,3.52,518034,2006
2708,A Little Princess,Frances Hodgson Burnett,4.22,299236,1905
2709,The Wright Brothers,David McCullough,4.15,89601,2015
2710,Baby Proof,Emily Giffin,3.75,166137,2006
2711,"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,4.22,188258,1909
2712,The Sandman Vol. 1: Preludes & Nocturnes,Neil Gaiman,4.25,259367,1988
2713,The Frangitelli Mirror,G.R. Thomas,4.51,57,2023
2714,"The Fire, the Water, and Maudie McGinn",Sally J. Pla,4.65,89,2023
2715,The House Witch 2,Delemhach,4.48,6072,2022
2716,The Senator&#39;s Wife,Liv Constantine,3.79,13617,2023
2717,The Maidens,Alex Michaelides,3.63,277902,2021
2718,Normal People,Sally Rooney,3.81,1189467,2018
2719,"Tell Her Story: How Women Led, Taught, and Ministered in the Early Church",Nijay K. Gupta,4.46,491,2023
2720,The Dot,Peter H. Reynolds,4.24,31478,2003
2721,"Get a Life, Chloe Brown (The Brown Sisters, #1)",Talia Hibbert,3.82,164751,2019
2722,Hunger Makes Me a Modern Girl,Carrie Brownstein,3.83,34183,2015
2723,Grant,Ron Chernow,4.48,34553,2017
2724,Dark Crisis: Young Justice,Meghan Fitzmartin,2.63,89,2023
2725,Pumpkin Day at the Zoo,Susan Meissner,4.39,57,2023
2726,The One I Want,Siobhan Davis,4.63,414,2023
2727,The Carnivore Code: Unlocking the Secrets to Optimal Health by Returning to Our Ancestral Diet,Paul Saladino,4.23,1692,2020
2728,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,3.95,115142,2009
2729,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",Gretchen Rubin,3.64,167583,2009
2730,In the Time of Our History,Susanne Pari,4.05,3250,2023
2731,"Icebreaker (Maple Hills, #1)",Hannah  Grace,4.05,326913,2022
2732,The Fisherman&#39;s Tomb: The True Story of the Vatican&#39;s Secret Search,John O\'Neill,4.22,1602,2018
2733,"Wild at Heart (Wild, #2)",K.A. Tucker,4.18,43095,2020
2734,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.15,707654,2005
2735,Girls of Little Hope,Dale Halvorsen,4.12,114,2023
2736,The Ruby Code,Jessica Khoury,4.28,47,2023
2737,"Magical Midlife Challenge (Leveling Up, #6)",K.F. Breene,4.57,6505,2022
2738,Boys Weekend,Mattie Lubchansky,4.27,510,2023
2739,Sunshine Nails,Mai  Nguyen,3.66,1189,2023
2740,"Lost Boy (The Loyal Boys, #3)",Charli Meadows,4.09,545,2023
2741,Simply Julia: 110 Easy Recipes for Healthy Comfort Food,Julia Turshen,3.68,1357,2021
2742,チェンソーマン 3 [Chainsaw Man 3],Tatsuki Fujimoto,4.34,19824,2019
2743,"Manhattan (Becker Bothers, #3)",Kandi Steiner,4.14,4850,2019
2744,Inside the Wolf,Amy  Rowland,4.04,68,2023
2745,Spin,Rebecca Caprara,4.27,230,2023
2746,The Undercover Secretary,Ellie Midwood,4.26,2207,2023
2747,Unquiet,E. Saxey,3.72,25,2023
2748,The Perks of Being a Wallflower,Stephen Chbosky,4.22,1693928,1999
2749,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Rob Sheffield,3.87,39179,2007
2750,A Cuban Girl&#39;s Guide to Tea and Tomorrow,Laura Taylor Namey,3.78,20584,2020
2751,"A Pack of Blood and Lies (The Boulder Wolves, #1)",Olivia Wildenstein,3.93,4667,2019
2752,"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,4.63,319859,2021
2753,Wanting the Winger (Charleston Coyotes Hockey #1),Jacob Chance,4.11,821,2023
2754,The Chateau,Jaclyn Goldis,3.55,4095,2023
2755,Project Hail Mary,Andy Weir,4.52,459745,2021
2756,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,4.56,846171,1955
2757,Outcast (The Grey Gates #1),Vanessa  Nelson,4.39,1270,2023
2758,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.15,704738,1988
2759,"Divinity 36 (Tinkered Starsong, #1)",Gail Carriger,4.6,459,2023
2760,When Things Fall Apart: Heart Advice for Difficult Times,Pema Chödrön,4.28,52389,1996
2761,How to Change: The Science of Getting from Where You Are to Where You Want to Be,Katy Milkman,3.86,5075,2021
2762,Cowboy in a Kilt (Kilted Hearts #1),Kait Nolan,4.42,697,2023
2763,Cosmos,Carl Sagan,4.39,141493,1980
2764,ワンパンマン 1 一撃 [One Punch Man 1: Ichigeki],ONE,4.49,66408,2012
2765,Miles: The Autobiography,Miles Davis,4.2,14396,1989
2766,"Rocky Mountain Rendezvous (Sisters of the Rockies, #1)",Misty M. Beller,4.17,193,2023
2767,The Farewell Tour,Stephanie Clifford,3.7,1268,2023
2768,The Rain: A Novel,Joseph A. Turkot,4.09,23,2023
2769,The Midnight House,Amanda Geard,4.2,4654,2022
2770,A History of Western Philosophy,Bertrand Russell,4.12,38114,1945
2771,All the Light We Cannot See,Anthony Doerr,4.32,1488409,2014
2772,Same Time Next Summer,Annabel Monaghan,3.91,28218,2023
2773,"Glossy: Ambition, Beauty, and the Inside Story of Emily Weiss&#39;s Glossier",Marisa Meltzer,4.0,21,2023
2774,Any Man,Amber Tamblyn,3.9,7858,2018
2775,Single On Purpose: Redefine Everything. Find Yourself First.,John Kim,4.0,4182,2021
2776,Inseparable,Simone de Beauvoir,4.08,13221,2020
2777,The Midwife of Auschwitz,Anna Stuart,4.58,11259,2022
2778,Open Throat,Henry Hoke,4.1,1704,2023
2779,"Delilah Green Doesn&#39;t Care (Bright Falls, #1)",Ashley Herring Blake,4.13,58172,2022
2780,The Sandman Vol. 7: Brief Lives,Neil Gaiman,4.55,57232,1993
