Id,Name,Identity,Alignment,Eyes,Hair,Sex,Alive,Appearances,First_appeared,Universe
314,Carnie Callahan ,Public,Good,Green,Black,Male,Yes,1,"1944, May",DC
315,Titanis ,Secret,Good,Blue,Black,Female,Yes,2,"1976, July",Marvel
316,Dan ,Public,Bad,Blue,Blond,Male,Yes,1,"1973, February",Marvel
317,Taleb Beni Khalid ,Secret,Neutral,Brown,Brown,Male,Yes,39,"2006, June",DC
318,Soundscream ,Public,Bad,Brown,Brown,Male,No,1,"1985, December",Marvel
319,Rose Red ,Secret,Bad,Yellow,Black,Female,Yes,2,"2005, December",Marvel
320,Lou-Ann Savannah ,Public,Good,Blue,Black,Female,Yes,15,"1972, September",Marvel
321,Truth ,Secret,Bad,Blue,Auburn,Female,Yes,5,"1991, March",Marvel
322,Wheeler ,Public,Bad,Black,Black,Male,Yes,1,"1987, August",Marvel
323,Anthony Scarapelli ,Public,Bad,Brown,Black,Male,No,6,"1982, December",DC
324,Carrie ,Public,Bad,Brown,Blond,Female,Yes,2,"2005, January",Marvel
325,Sentinel 5 ,Secret,Bad,Blue,Brown,Unknown,Yes,2,"1965, December",Marvel
326,Mike Dolan ,Public,Bad,Red,White,Male,Yes,1,"1942, January",Marvel
327,Corvus Glaive ,Non-dual,Bad,Black,No,Male,Yes,16,"2013, May",Marvel
328,Akhlut ,Secret,Bad,Black,Black,Male,No,2,"2008, August",DC
329,Shir Ydrn Talonis ,Secret,Bad,Blue,Black,Male,Yes,15,"2009, April",Marvel
330,Jia ,Secret,Bad,Brown,Black,Female,Yes,5,"2007, May",DC
331,Tyno ,Secret,Bad,Blue,No,Male,Yes,1,"1997, September",Marvel
332,Edward Slick ,Public,Bad,Blue,Black,Male,No,4,"1986, September",DC
333,Lord Ruby ,Public,Good,Red,White,Male,Yes,5,"1983, December",DC
334,Robert Takiguchi ,Non-dual,Good,Yellow,Black,Male,Yes,23,"1977, August",Marvel
335,Edward Valentine ,Public,Good,Brown,Brown,Male,Yes,14,"1986, January",DC
336,Dennis Burton ,Secret,Good,Brown,Brown,Male,Yes,19,"1940, February",Marvel
337,Black Curator ,Public,Bad,White,No,Male,Yes,2,"1993, August",Marvel
338,Richard Gilmore ,Public,Good,Blue,Black,Male,Yes,48,"1998, September",Marvel
339,Tigerstryke ,Secret,Neutral,Brown,Red,Male,Yes,9,"1992, June",Marvel
340,Jesus Suarez ,Secret,Neutral,Blue,Brown,Male,Yes,1,"1990, May",Marvel
341,Shigeru Ezaki ,Secret,Good,Brown,Black,Male,Yes,10,"1994, May",Marvel
342,Impact ,Public,Bad,Brown,Black,Unknown,Yes,1,"2008, November",Marvel
343,Toxic Tucker ,Secret,Bad,Brown,Brown,Male,Yes,1,"2010, December",DC
344,Ape ,Secret,Neutral,Blue,Blue,Male,No,16,"1985, July",Marvel
345,Franz Gruber ,Secret,Bad,Blue,Bald,Male,Yes,10,"1964, July",Marvel
346,Roxanne Sutton ,Secret,Bad,Green,Red,Female,Yes,4,"2006, October",DC
347,Khen-To ,Non-dual,Good,Blue,Brown,Male,No,2,"1990, April",DC
348,Miranda ,Secret,Bad,Blue,Brown,Female,Yes,2,"2011, July",DC
349,Gyre ,Non-dual,Bad,Blue,Black,Unknown,Yes,3,"2010, January",Marvel
350,Sazu ,Public,Good,Yellow,Red,Female,Yes,5,"1989, September",DC
351,Baru ,Non-dual,Bad,Green,Bald,Male,Yes,1,"1993, May",Marvel
352,Theodore Twaki ,Public,Good,Brown,Black,Male,Yes,9,"1999, January",Marvel
353,Cubist ,Secret,Bad,Blue,No,Male,Yes,2,"1993, July",Marvel
354,Pepo Laroc ,Public,Bad,Black,Black,Male,Yes,1,"1941, August",Marvel
355,Taranith Gestal ,Non-dual,Bad,Red,No,Unknown,No,3,"1983, May",Marvel
356,Ronald Troupe ,Public,Good,Brown,Black,Male,Yes,90,"1991, July",DC
357,Reptilla ,Secret,Good,Grey,Blond,Female,Yes,11,"1977, September",Marvel
358,King of the Cats II ,Secret,Good,Black,No,Male,Yes,1,"2006, April",DC
359,Carl Ferris ,Public,Good,Grey,White,Male,Yes,30,"1959, October",DC
360,Angelo Macon ,Secret,Bad,Black,Blond,Male,Yes,21,"1980, May",Marvel
361,Jason Blood ,Public,Good,Blue,Red,Male,Yes,148,"1972, September",DC
362,Count von Steuben ,Public,Bad,Brown,Black,Male,Yes,2,"1967, January",DC
363,Senso ,Public,Neutral,Blue,No,Unknown,Yes,1,"2002, April",Marvel
364,Heidi Sladkin ,Secret,Good,Red,No,Female,Yes,15,"1995, September",Marvel
365,Gideon Rivers ,Public,Good,Black,Black,Male,Yes,4,"2004, December",DC
366,Ignatz ,Secret,Good,Brown,No,Male,Yes,2,"1997, November",Marvel
367,Yellow Wasp ,Secret,Bad,Brown,Red,Male,No,3,"1943, August",DC
368,Sabrina Morrel ,Public,Good,Green,Brown,Female,Yes,12,"1981, August",Marvel
369,Kondor ,Public,Bad,Brown,Blond,Male,Yes,4,"1992, January",DC
370,Gabriel ,Secret,Good,Blue,Blond,Male,Yes,3,"2002, June",Marvel
371,Stealth ,Secret,Good,Pink,White,Female,No,98,"1989, February",DC
372,Moving Shadow ,Secret,Bad,Yellow,Black,Male,Yes,7,"2002, November",Marvel
373,Jock Verner ,Public,Neutral,Blue,Brown,Male,Yes,17,"1984, July",DC
374,Friendly Fire ,Secret,Good,Blue,Brown,Male,No,7,"1997, September",DC
375,White Lotus ,Secret,Bad,Brown,Black,Female,Yes,3,"1995, April",DC
376,Cissy Chambers ,Public,Good,Brown,Brown,Female,Yes,15,"1995, March",DC
377,Val ,Public,Good,Blue,Brown,Male,Yes,7,"2000, October",Marvel
378,Countess Mara ,Public,Bad,Brown,Black,Female,Yes,1,"1942, January",Marvel
379,Epoch ,Secret,Bad,Blue,Black,Male,Yes,27,"1962, March",DC
380,Janet Grant ,Public,Good,Brown,Black,Female,Yes,1,"2007, December",Marvel
381,302,Secret,Neutral,Brown,Black,Unknown,Yes,2,"2011, August",Marvel
382,Chain Lightning ,Public,Good,Blue,Red,Female,Yes,4,"2002, February",Marvel
383,Tracker ,Public,Bad,Black,Brown,Male,No,4,"1989, September",DC
384,Ulysses Klaw ,Public,Bad,Red,Bald,Male,No,143,"1966, August",Marvel
385,Zanti Chikane ,Non-dual,Good,Amber,Black,Male,Yes,17,"1989, April",Marvel
386,Taramis ,Non-dual,Good,Green,Blond,Female,Yes,2,"1975, April",Marvel
387,Momenta ,Secret,Neutral,No,Blond,Female,Yes,1,"2005, March",Marvel
388,Sylvia Blandings ,Public,Good,Black,Brown,Female,Yes,1,"1962, December",Marvel
389,Albert ,Non-dual,Neutral,Red,Black,Male,Yes,19,"1991, March",Marvel
390,Nightingale ,Secret,Good,Yellow,Bald,Female,No,7,"2001, January",Marvel
391,John Greycrow ,Secret,Neutral,Grey,Black,Male,Yes,83,"1986, October",Marvel
392,Headless Man ,Secret,Bad,Blue,Black,Male,Yes,1,"1946, September",Marvel
393,Fish Face Friday ,Public,Good,Blue,Black,Male,Yes,1,"1942, June",Marvel
394,Xebel ,Public,Neutral,Red,Grey,Male,Yes,4,"1963, October",DC
395,Jack of Spades IX ,Public,Bad,Blue,Black,Male,Yes,1,"2010, March",DC
396,Brightstorm ,Public,Bad,Brown,Brown,Unknown,Yes,1,"2008, November",Marvel
397,Nemesio Pietri ,Public,Neutral,Brown,Black,Male,No,7,"2005, January",Marvel
398,Sally ,Public,Bad,Blue,Red,Male,Yes,4,"1991, April",Marvel
399,Smasher ,Secret,Bad,Brown,Blond,Male,Yes,1,"1977, November",Marvel
400,Bryson Bale ,Secret,Neutral,Black,Black,Male,No,3,"2001, October",Marvel
401,Carol Bucklen ,Public,Good,Brown,Black,Female,Yes,54,"1995, April",DC
402,Galin ,Public,Neutral,Blue,No,Male,No,4,"2009, November",Marvel
403,Cargo ,Secret,Neutral,Blue,Black,Unknown,Yes,1,"2000, September",Marvel
404,Arnold Munro ,Public,Good,Blue,Black,Male,Yes,67,"1987, June",DC
405,Fang ,Secret,Neutral,Brown,Brown,Male,No,17,"1996, January",Marvel
406,Gideon Mace ,Public,Bad,Blue,Grey,Male,Yes,12,"1972, October",Marvel
407,Lester Lee ,Secret,Good,Brown,Brown,Male,Yes,12,"1989, January",DC
408,Drusilla ,Public,Good,Black,Black,Female,Yes,19,"2013, February",Marvel
409,Turtle ,Secret,Bad,Blue,Grey,Male,Yes,18,"1945, December",DC
410,Amunet Black ,Public,Bad,Black,Blue,Female,Yes,10,"2001, August",DC
411,Agent Donohue ,Public,Neutral,Black,Brown,Female,Yes,2,"1989, October",Marvel
412,Lieutenant Carson ,Secret,Good,Brown,Black,Male,Yes,12,"2008, July",DC
413,Dismember ,Secret,Bad,Yellow,No,Male,Yes,3,"1997, January",Marvel
414,Andrew Lopez ,Secret,Good,Red,Black,Male,Yes,2,"2004, July",DC
415,Tezcatlipoca ,Secret,Bad,White,Brown,Male,Yes,6,"1984, April",DC
416,Monkey ,Public,Good,Brown,Brown,Male,No,2,"1991, January",Marvel
417,Marina Caches ,Public,Bad,Black,Black,Female,Yes,8,"1997, October",Marvel
418,Amelia Greer ,Secret,Bad,Brown,Black,Female,Yes,1,"1990, May",Marvel
419,Kateri Deseronto ,Secret,Bad,Blue,Black,Female,No,9,"1994, August",Marvel
420,Mendicus ,Public,Good,Brown,Magenta,Male,Yes,3,"1999, March",Marvel
421,Moran ,Public,Bad,Blue,Red,Male,Yes,2,"1978, January",Marvel
422,Simyan ,Public,Bad,Brown,Brown,Male,Yes,20,"1971, January",DC
423,Michele Michaels ,Secret,Bad,Brown,Red,Female,No,1,"2007, November",Marvel
424,Revolutionary ,Secret,Bad,Green,No,Male,No,4,"2008, January",Marvel
425,Theresa Zimmer ,Secret,Bad,Red,Black,Female,No,12,"1986, December",DC
426,Mills Gilligan ,Non-dual,Bad,White,Grey,Male,Yes,2,"1940, March",Marvel
427,Ariana ,Non-dual,Good,Blue,Grey,Female,Yes,2,"1998, November",Marvel
428,Malcolm Hardy ,Public,Good,Brown,Brown,Male,No,1,"2006, June",Marvel
429,Chainsaw ,Secret,Bad,Blue,Brown,Male,Yes,9,"1991, January",Marvel
430,John Steele ,Secret,Bad,Blue,Blond,Male,No,1,"2006, May",Marvel
431,Christopher Freeman ,Secret,Good,Blue,Black,Male,Yes,25,"1942, December",DC
432,Schlagg-Man ,Public,Bad,Blue,Blue,Male,Yes,6,"2007, August",DC
433,Rose Walker ,Public,Good,Brown,Red,Female,Yes,9,"1989, November",DC
434,Bart Rozum ,Non-dual,Good,Brown,Red,Male,Yes,16,"1989, May",Marvel
435,Willow-Dancer ,Secret,Good,Orange,Brown,Female,Yes,1,"1990, April",Marvel
436,Boodikka ,Public,Good,Green,Black,Female,No,77,"1992, January",DC
437,Harvest II ,Secret,Bad,Black,Red,Unknown,Yes,1,"2006, November",DC
438,Dave Cambell ,Non-dual,Neutral,Brown,Brown,Male,No,1,"2003, July",Marvel
439,Vance Coburn ,Public,Bad,Red,Black,Male,Yes,1,"1943, January",Marvel
440,Bernie Dillon ,Non-dual,Good,Blue,Red,Male,Yes,31,"1976, September",Marvel
441,Durango the Killer ,Public,Bad,Blue,Black,Male,Yes,1,"1948, September",Marvel
442,Ryan ,Public,Bad,Blue,Grey,Male,Yes,2,"1976, September",Marvel
443,Jerry Hennelly ,Public,Good,Black,Brown,Male,Yes,5,"2000, March",DC
444,Martine Bancroft ,Secret,Bad,Red,Blond,Female,No,43,"1971, November",Marvel
445,Dorma ,Non-dual,Neutral,Blue,Auburn,Female,No,113,"1939, October",Marvel
446,Nicholas Pierce ,Secret,Bad,Black,Red,Male,Yes,1,"2011, October",DC
447,Aslak ,Non-dual,Bad,Yellow,Brown,Male,Yes,1,"1984, December",Marvel
448,Aquon ,Non-dual,Good,Brown,Brown,Male,No,3,"1981, June",Marvel
449,Banara ,Non-dual,Good,Blue,Grey,Male,Yes,2,"2007, August",Marvel
450,Maxwell Tremaine ,Public,Bad,White,White,Male,No,5,"1965, March",DC
451,Imhotep ,Public,Bad,White,Bald,Male,Yes,7,"1986, February",Marvel
452,Sally Green ,Public,Good,Red,Brown,Female,Yes,6,"1966, May",Marvel
453,Maht Pacle ,Secret,Good,White,Black,Male,Yes,8,"1987, October",Marvel
454,Juan Elmirez ,Public,Good,Brown,Black,Male,Yes,2,"1976, April",Marvel
455,Near Miss ,Secret,Good,Brown,Brown,Female,Yes,1,"2010, December",DC
456,Steve Jacobs ,Public,Good,One,Brown,Male,Yes,1,"1996, December",Marvel
457,Adjunct ,Secret,Good,Purple,Purple,Female,Yes,1,"1992, January",Marvel
458,Susan Bishop ,Secret,Neutral,Yellow,Black,Female,Yes,2,"2005, April",Marvel
459,Ernest Shackleton ,Public,Good,Brown,Black,Male,Yes,1,"1994, July",Marvel
460,Zobar Zodiak ,Secret,Bad,White,Black,Male,Yes,8,"1948, August",DC
461,Abigail Baxter ,Secret,Good,Brown,Black,Female,Yes,1,"2000, December",Marvel
462,Karlin Malus ,Non-dual,Bad,Brown,Black,Male,No,34,"1980, September",Marvel
463,Morph ,Secret,Good,Blue,No,Male,No,1,"2000, May",Marvel
464,Brian Arsala ,Public,Good,Brown,Brown,Male,No,22,"1988, December",DC
465,Gerry Lequarre ,Secret,Good,Brown,Blond,Male,Yes,11,"1997, January",Marvel
466,Mama Fury ,Secret,Good,Blue,White,Unknown,Yes,4,"1969, July",Marvel
467,Xena ,Secret,Good,Black,Purple,Female,Yes,3,"1993, April",Marvel
468,Porous ,Secret,Bad,Blue,Black,Male,Yes,4,"2003, January",Marvel
469,Garon Lewis ,Public,Bad,Brown,Black,Male,Yes,8,"1996, June",Marvel
470,Mara Rice ,Public,Good,Brown,Black,Female,Yes,1,"1940, May",Marvel
471,Joe Robards ,Non-dual,Neutral,Brown,White,Male,Yes,4,"2013, April",Marvel
472,Ishido Maad ,Secret,Good,Brown,Black,Male,Yes,21,"1998, September",DC
473,Archer ,Public,Bad,Black,Brown,Male,Yes,4,"2009, October",DC
474,Grondar ,Secret,Bad,Black,White,Male,Yes,1,"1977, October",Marvel
475,Carlo Zota ,Non-dual,Bad,Blue,Blond,Male,Yes,22,"1967, September",Marvel
476,Robert Foster ,Public,Good,Blue,Red,Male,Yes,5,"1940, January",Marvel
477,Carla Ballinger ,Secret,Bad,Red,Red,Female,Yes,2,"1985, December",Marvel
478,Bardello ,Secret,Bad,White,Black,Male,Yes,1,"1949, June",Marvel
479,"John Howlett, Jr. ",Non-dual,Good,Blue,Brown,Male,No,2,"2001, December",Marvel
480,Josu\u00e9 P\u00e9tion ,Secret,Bad,Blue,Brown,Male,No,2,"1989, November",Marvel
481,Cobalt ,Public,Bad,White,No,Unknown,Yes,2,"1979, October",Marvel
482,Clete Billups ,Non-dual,Bad,Green,Blond,Male,Yes,1,"2000, January",Marvel
483,Ataros ,Non-dual,Good,Yellow,Brown,Male,Yes,1,"1982, August",Marvel
484,Baron Zebek ,Non-dual,Bad,Brown,Bald,Male,Yes,2,"1998, May",Marvel
485,Filippo Ayala ,Non-dual,Bad,Blue,Red,Male,No,4,"1976, August",Marvel
486,Abigail Wright ,Secret,Neutral,Brown,Pink,Female,Yes,24,"1987, December",Marvel
487,Wing ,Public,Bad,Black,Brown,Male,Yes,2,"1991, September",Marvel
488,Steel-Fist ,Public,Bad,Black,Red,Male,Yes,1,"1990, July",Marvel
489,Linda Strauss ,Secret,Good,Brown,Blond,Female,No,48,"1987, July",DC
490,Vili Borson ,Secret,Good,Brown,Black,Male,No,10,"1963, October",Marvel
491,Monmouth ,Public,Neutral,Brown,No,Unknown,Yes,2,"2000, September",Marvel
492,Blaze ,Secret,Good,Brown,Gold,Male,Yes,3,"1949, October",Marvel
493,Air ,Public,Neutral,Blue,Bald,Unknown,Yes,2,"1981, July",Marvel
494,Blue Ice ,Secret,Bad,Blue,Black,Female,No,2,"2000, March",DC
495,Thomas Fink ,Secret,Bad,Blue,Brown,Male,Yes,3,"1994, May",Marvel
496,Magno II ,Secret,Good,Green,Black,Male,Yes,6,"2008, January",DC
497,Renata Da Lima ,Public,Good,Brown,Brown,Female,Yes,1,"2002, July",Marvel
498,Rion ,Public,Good,Blue,Blue,Male,No,2,"1994, June",Marvel
499,Aaron Babcock ,Public,Bad,Brown,Brown,Male,No,1,"1992, March",DC
500,Mary Storm ,Public,Good,Blue,Blond,Female,No,2,"1964, November",Marvel
501,Jackson Hunter ,Public,Bad,Blue,Grey,Male,No,1,"1975, August",Marvel
502,Thog ,Secret,Bad,Yellow,Bald,Male,Yes,15,"1972, December",Marvel
503,Leonard Schaefer ,Secret,Bad,Brown,Black,Male,Yes,1,"1941, December",Marvel
504,Crater ,Non-dual,Neutral,Brown,Red,Unknown,Yes,1,"2008, January",Marvel
505,Alfred Coppersmith ,Non-dual,Bad,Brown,Brown,Male,No,3,"1988, August",Marvel
506,Bill ,Secret,Neutral,White,White,Male,Yes,10,"2010, January",Marvel
507,William Glenmorgan ,Public,Good,Blue,Black,Male,No,199,"1940, June",DC
508,Toad-In-the-Hole ,Secret,Bad,Brown,Blond,Male,Yes,2,"1993, April",DC
509,Manuel Carlito ,Public,Bad,Black,Brown,Male,Yes,2,"2011, May",DC
510,Firebug ,Secret,Bad,Green,Brown,Male,Yes,2,"1992, July",Marvel
511,Simon Crane ,Public,Good,Brown,Black,Male,Yes,1,"1940, November",Marvel
512,Linda Friitawa ,Secret,Bad,Red,White,Female,Yes,11,"2004, July",DC
513,Fury ,Public,Bad,Gold,No,Unknown,No,4,"2004, August",Marvel
514,Michael Vornin ,Secret,Bad,Blue,Black,Male,No,1,"1943, December",Marvel
515,Jimaine Szardos ,Secret,Good,Blue,Blond,Female,Yes,98,"1976, April",Marvel
516,Larry Ekler ,Secret,Bad,Brown,Red,Male,Yes,11,"1982, March",Marvel
517,Matches Malone ,Public,Bad,Blue,Brown,Male,No,2,"2001, April",DC
518,Karl Serr ,Public,Bad,Blue,No,Male,Yes,2,"1971, September",Marvel
519,Av-Rom ,Non-dual,Neutral,Black,Black,Male,Yes,3,"2006, March",Marvel
520,Tokk ,Secret,Bad,Blue,Black,Female,Yes,1,"1998, August",Marvel
521,Ghost Harpooner ,Secret,Bad,Blue,White,Male,No,1,"1944, June",Marvel
522,Flea-Market Eating Flea ,Secret,Bad,Black,No,Male,Yes,1,"1982, January",Marvel
523,Aven ,Non-dual,Good,Blue,White,Male,Yes,1,"1984, May",Marvel
524,Lloigoroth ,Secret,Bad,Green,No,Unknown,Yes,2,"1992, September",Marvel
525,Mordecai Boggs ,Non-dual,Neutral,Grey,Bald,Male,Yes,14,"1969, November",Marvel
526,Empathy ,Secret,Good,Blue,Red,Female,Yes,2,"2008, March",DC
527,Ethel Cripps ,Secret,Good,Brown,Red,Female,Yes,6,"1989, January",DC
528,Lord Havok ,Secret,Bad,Blue,White,Male,Yes,16,"1990, June",DC
529,Hamilton Slade ,Secret,Bad,Red,Red,Male,No,4,"2006, April",Marvel
530,Todd Hunter ,Secret,Bad,Brown,Green,Male,Yes,2,"1993, August",Marvel
531,Shabby Allus ,Non-dual,Good,Brown,Black,Male,Yes,4,"1975, November",Marvel
532,Frank Farnum ,Secret,Bad,Brown,Black,Male,Yes,28,"1966, May",Marvel
533,Sergei Yesenofsky ,Public,Bad,Brown,Brown,Male,Yes,3,"1997, June",Marvel
534,Brother Honcho ,Non-dual,Good,Blue,Black,Male,Yes,1,"1978, April",Marvel
535,Skullbuster ,Secret,Bad,Red,Black,Female,Yes,3,"2002, February",Marvel
536,Gene Lorrene ,Secret,Bad,Brown,Black,Male,Yes,3,"2005, June",Marvel
537,Calliope ,Public,Good,Black,Blond,Female,Yes,2,"1990, July",DC
538,Wendigo ,Secret,Good,White,White,Male,No,2,"2013, June",Marvel
539,Lord Chaos ,Public,Good,Brown,No,Unknown,Yes,42,"1977, December",Marvel
540,Bounder ,Public,Good,Black,Black,Male,Yes,20,"2009, June",DC
541,Ultimate Nullifier ,Public,Good,Blue,White,Male,Yes,6,"2011, September",Marvel
542,Ai-Chi Wong ,Secret,Good,Black,Black,Female,Yes,1,"1997, December",Marvel
543,Luke Cage ,Non-dual,Good,Brown,Black,Male,Yes,856,"1972, June",Marvel
544,Crosta ,Non-dual,Good,Black,No,Male,Yes,18,"2009, June",Marvel
545,Jacob Fury ,Secret,Bad,Blue,Brown,Male,Yes,2,"1986, October",Marvel
546,God-Killer ,Secret,Bad,Blue,Blond,Unknown,Yes,4,"2009, March",Marvel
547,Scab ,Secret,Good,Red,Bald,Male,No,6,"1999, November",Marvel
548,Marcus Coriander ,Public,Bad,Blue,Brown,Male,Yes,2,"1986, March",Marvel
549,Kyle Jinadu ,Public,Good,Brown,Black,Male,Yes,21,"2009, June",Marvel
550,Lyana ,Public,Bad,Brown,Black,Female,Yes,1,"1991, September",DC
551,Horvald ,Secret,Bad,Brown,Brown,Male,Yes,1,"1984, December",Marvel
552,Blackie Malkin ,Non-dual,Bad,Red,Black,Unknown,No,1,"1948, August",Marvel
553,Bacillus ,Secret,Bad,Brown,Black,Male,No,6,"1992, October",Marvel
554,Dominor ,Public,Bad,Green,Black,Male,No,4,"1986, January",Marvel
555,Corrosion ,Secret,Bad,Blue,Black,Male,Yes,3,"1997, January",Marvel
556,Oswald Bane ,Public,Bad,Brown,Black,Male,Yes,9,"1955, September",DC
557,Ryak ,Non-dual,Good,Blue,Brown,Male,Yes,1,"1981, June",Marvel
558,Broo ,Secret,Good,White,No,Male,Yes,71,"2011, September",Marvel
559,General Blauheim ,Public,Bad,Brown,Black,Male,No,1,"1944, March",Marvel
560,Bends ,Non-dual,Bad,Blue,Bald,Male,No,1,"1939, October",Marvel
561,Jim ,Public,Neutral,Blue,Black,Male,Yes,1,"1972, November",Marvel
562,Francis Beauvedere ,Public,Bad,Red,Blond,Male,Yes,4,"1997, August",DC
563,Wandjina ,Secret,Good,Black,Blond,Male,No,8,"1971, February",DC
564,Jung Sakamura ,Public,Good,Blue,Black,Male,Yes,2,"1995, January",Marvel
565,Host ,Secret,Bad,Red,Green,Male,Yes,4,"1992, December",Marvel
566,Infinity T.A.P. ,Secret,Bad,White,Blond,Male,Yes,1,"2007, April",Marvel
567,Rumaan Harjavti ,Public,Bad,Brown,Black,Male,No,7,"1987, June",DC
568,Leona McBride ,Secret,Good,Blue,Black,Female,Yes,19,"1992, June",Marvel
569,Bossworth ,Secret,Bad,Brown,Brown,Male,Yes,7,"2009, June",DC
570,Apache Kid ,Secret,Good,Brown,Black,Female,Yes,6,"2002, September",Marvel
571,Lumberjack ,Public,Neutral,Blue,Black,Male,Yes,1,"1987, April",Marvel
572,Ava Ayala ,Public,Good,Brown,Black,Female,Yes,36,"2011, December",Marvel
573,Kabir Mahadevu ,Public,Bad,Blue,Black,Male,Yes,3,"1964, September",Marvel
574,Andrew Benedict ,Secret,Neutral,Blue,Black,Male,No,1,"2001, August",Marvel
575,Leda ,Public,Good,Green,Blond,Female,Yes,1,"1949, April",Marvel
576,Black Fog ,Secret,Bad,Brown,Bald,Male,Yes,8,"2011, June",Marvel
577,Vincent Sandhurst ,Public,Bad,Blue,Brown,Male,No,7,"1968, November",Marvel
578,Brood ,Public,Neutral,Yellow,No,Female,Yes,39,"2007, May",Marvel
579,Abraham Arlington ,Public,Good,Black,Brown,Male,Yes,5,"2009, May",DC
580,Clay Kendall ,Public,Good,Black,Blond,Male,No,19,"1984, January",DC
581,Specs ,Public,Neutral,Brown,Black,Male,Yes,1,"2009, October",Marvel
582,Mendev ,Secret,Bad,Blue,Brown,Male,Yes,2,"1990, July",Marvel
583,Xander ,Non-dual,Good,Blue,Black,Male,Yes,3,"1976, October",Marvel
584,Alvin Martinike ,Secret,Bad,White,Bald,Male,Yes,1,"1946, March",Marvel
585,Suma-Ket ,Secret,Bad,Blue,Grey,Male,Yes,7,"1993, March",Marvel
586,Wyatt Ohnn ,Secret,Neutral,Blue,Brown,Male,Yes,1,"2009, May",Marvel
587,Cerberus ,Secret,Bad,Blue,No,Unknown,Yes,2,"1979, August",Marvel
588,Jack Weston ,Public,Good,Brown,Brown,Male,No,6,"1995, October",DC
589,Orlando ,Non-dual,Bad,Brown,Black,Male,Yes,1,"2006, August",Marvel
590,Onome ,Public,Good,Brown,Black,Female,Yes,30,"2012, August",Marvel
591,Daniel Jermain ,Public,Neutral,Green,Red,Male,Yes,3,"2004, June",Marvel
592,Titus ,Non-dual,Bad,Yellow,No,Male,No,5,"2013, April",Marvel
593,Ruth Hart ,Public,Good,Brown,Brown,Female,Yes,7,"1974, February",Marvel
594,Wendy Thorton ,Secret,Good,Blue,Brown,Female,Yes,6,"1984, June",Marvel
595,Kro ,Secret,Bad,Red,Bald,Male,Yes,59,"1940, August",Marvel
596,Hamilton Slade ,Secret,Good,Blue,Blond,Male,No,18,"1981, May",Marvel
597,Eric Trautmann ,Public,Neutral,Brown,Brown,Male,Yes,1,"2006, October",DC
598,Ivan Krushki ,Public,Bad,Brown,Grey,Male,Yes,17,"1968, June",Marvel
599,Jess Duncan ,Secret,Good,Red,Black,Male,Yes,3,"1975, August",Marvel
600,Godiva II ,Secret,Bad,Red,Black,Female,Yes,4,1987,DC
601,Esak ,Public,Bad,Blue,Blond,Male,No,11,"1971, September",DC
602,Beelzeboul ,Secret,Bad,Yellow,Black,Male,Yes,4,"1992, July",Marvel
603,Steve Jackson ,Non-dual,Good,Brown,Black,Male,No,32,"1979, December",Marvel
604,Desmond Charne ,Public,Bad,Blue,Brown,Male,Yes,22,"1976, May",Marvel
605,Helen Capshaw ,Public,Good,Brown,White,Female,Yes,1,"1978, July",Marvel
606,Salvo ,Secret,Neutral,White,Brown,Male,No,4,"2000, June",Marvel
607,Syrra ,Public,Good,Blue,Blond,Female,Yes,5,"1984, November",DC
608,Joan Jameson ,Secret,Neutral,Brown,Brown,Female,Yes,1,"2003, January",Marvel
609,Lou Hackett ,Secret,Neutral,Brown,Blond,Male,No,8,"1973, June",Marvel
610,Jarhead ,Secret,Neutral,Brown,Blond,Unknown,Yes,2,"2010, February",Marvel
